title,year,venue,doi,decision
Behavior modeling and algorithm verification of intelligent vehicle generated by high-fidelity virtual test scenario,2026,"4th International Conference on Data Analytics, Computing and Artificial Intelligence (ICDACAI 2025)",10.1049/icp.2026.0358,borderline
Bi-Objective Optimization for Time-Dependent Preference-Driven Route Planning,2026,IEEE Transactions on Emerging Topics in Computational Intelligence,10.1109/TETCI.2025.3622664,exclude
Charging-Delivery Coordinated Scheduling Algorithm and Energy Consumption Optimization Model for New Energy Logistics Vehicles,2026,2026 2nd International Conference on Intelligent Systems and Computational Networks (ICISCN),10.1109/ICISCN67954.2026.11566422,exclude
Close-Range Air Combat Confrontation Strategy Based on Hierarchical Hybrid Architecture,2026,IEEE Transactions on Vehicular Technology,10.1109/TVT.2025.3616002,exclude
Constraint-Aware Hybrid Learning for Real-Time Vehicle Route Planning,2026,"2026 IEEE Ural-Siberian Conference on Biomedical Engineering, Radioelectronics and Information Technology (USBEREIT)",10.1109/USBEREIT70063.2026.11581074,exclude
Contextual Thompson Sampling for Airborne RIS in mmWave-Enabled Metaverse Networks,2026,2026 IEEE Wireless Communications and Networking Conference (WCNC),10.1109/WCNC65185.2026.11555089,exclude
Continual Reinforcement Learning Framework for Scalable Collision Avoidance and Mitigation System With Packing Strategy,2026,IEEE Robotics and Automation Letters,10.1109/LRA.2026.3678453,exclude
CurbAI: Making Policy-Safe LLM Agents Work in Real-World Curbside Delivery,2026,IEEE Access,10.1109/ACCESS.2026.3683463,exclude
Curriculum-Based RL for Capacitated EV Routing with Time Windows and Discharge,2026,2026 IEEE Bangalore Humanitarian Technology Conference (B-HTC),10.1109/B-HTC67770.2026.11502234,exclude
"Decision-Making and Planning for Intelligent Vehicle Considering Human Factors: Methods, Challenges, and Prospects",2026,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2025.3630195,survey
Deep Reinforcement Learning-Driven Parameter Tuning for Adaptive Control Systems in Hypersonic Flight Vehicle,2026,IEEE Transactions on Automation Science and Engineering,10.1109/TASE.2025.3641526,exclude
Delay-Aware Routing Optimization for LEO-IoT Relying on Traffic Prediction,2026,IEEE Internet of Things Journal,10.1109/JIOT.2025.3632544,exclude
Design and Implementation of a Catamaran-Type Autonomous Surface Vehicle with a Multi-Parameter Sensor Deployment System for Water Quality Monitoring,2026,"2026 International Conference on Artificial Intelligence, Computer, Data Sciences and Applications (ACDSA)",10.1109/ACDSA67686.2026.11468183,exclude
Digital Twin-Assisted Path Planning for AAV Swarm Based on Improved Polar Lights Optimization,2026,IEEE Internet of Things Journal,10.1109/JIOT.2025.3631277,exclude
Digital Twin-Assisted Task Offloading and Resource Allocation in ISAC-Enabled Internet of Vehicles,2026,IEEE Transactions on Vehicular Technology,10.1109/TVT.2026.3673717,exclude
Digital Twin-Driven Cross-Layer Orchestration Using Multi-Agent Reinforcement Learning for 6G Drone-NTN Networks,2026,IEEE Access,10.1109/ACCESS.2026.3690691,exclude
Dual-Critic Proximal Policy Optimization for Trajectory Tracking of Autonomous Underwater Vehicle Under Time-Varying Dynamics,2026,IEEE Journal of Oceanic Engineering,10.1109/JOE.2026.3692007,exclude
Dynamic Cooperative Scheduling Based on Multi-Objective Optimization for Multi-Vehicle Routing Problems in Logistics Parks,2026,"2026 International Conference on Robotics, Automation and Intelligent Transportation Systems (RAITS)",10.1109/RAITS68656.2026.11580176,exclude
Dynamic Route Optimization using D* Lite and DQN Algorithm,2026,"2026 International Conference on Innovative Computing, Intelligent Communication and Smart Electrical Systems (ICSES)",10.1109/ICSES66558.2026.11478874,include
Dynamic Routing for Returned Goods Using Reinforcement Learning,2026,2026 Global Conference on Wireless and Optical Technologies (GCWOT),10.1109/GCWOT69191.2026.11499593,exclude
Dynamic resource allocation for multi-priority requests based on deep reinforcement learning in elastic optical network,2026,China Communications,10.23919/JCC.ja.2022-0728,exclude
EAMR: An Efficient and Adaptive Multi-Agent Reinforcement Learning Method for Customized Bus Route Optimization Under Multi-Source Uncertainties,2026,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2026.3651465,exclude
Effective Power-Efficient Task Allocation in Multi-Agent System via GAPPO Algorithm,2026,IEEE Transactions on Vehicular Technology,10.1109/TVT.2025.3622655,exclude
Enabling Intelligent V2X Systems with a Lightweight Routing Transformer via In-Memory Computing Mapping,2026,"2026 International Conference on Robotics, Automation and Intelligent Transportation Systems (RAITS)",10.1109/RAITS68656.2026.11580298,exclude
Energy Optimal Route Planning Framework for Electric Vehicles Using Hybrid Artificial Intelligence Models,2026,2026 6th International Conference on Trends in Material Science and Inventive Materials (ICTMIM),10.1109/ICTMIM68190.2026.11506680,borderline
Energy-Efficient AAV Coverage Aware Navigation Under Continuous Dynamic Constraints: An Offline?�Online Radio Map-Enhanced DRL Method,2026,IEEE Transactions on Communications,10.1109/TCOMM.2025.3631545,exclude
Energy-Efficient Data Collection and Task Offloading Optimization in Heterogeneous Multi-Tier AAV Systems via Deep Reinforcement Learning,2026,IEEE Transactions on Vehicular Technology,10.1109/TVT.2025.3622980,exclude
Enhancing Scalability in MARL-Based BVR Engagement: A Role-Aware Transformer Approach With Adaptive Attention,2026,IEEE Transactions on Aerospace and Electronic Systems,10.1109/TAES.2026.3699320,exclude
Entropic Control in Latent Spaces: Autonomous Racing in the DonkeyCar MiniMonaco Environment using Soft Actor-Critic,2026,2026 International Conference on Artificial Intelligence for Sustainable Engineering and Innovation (AISEI),10.1109/AISEI68628.2026.11572730,exclude
Evolutionary Augmented Reinforcement Learning for Neural Combinatorial Optimization,2026,IEEE Transactions on Evolutionary Computation,10.1109/TEVC.2026.3696052,exclude
Evolutionary Hyper-Transformation for Multi-AAV Path Planning to Visit Moving Targets,2026,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",10.1109/TSMC.2026.3678144,exclude
Experimental Evaluation of Coordinated Decision Making Strategies Based on Multi-Agent Reinforcement Learning,2026,"2026 International Conference on Innovative Computing, Intelligent Communication and Smart Electrical Systems (ICSES)",10.1109/ICSES66558.2026.11478990,exclude
FRIEND: Federated Learning for Joint Optimization of Multi-RIS Configuration and Eavesdropper Intelligent Detection in B5G Networks,2026,"2026 29th Conference on Innovation in Clouds, Internet and Networks (ICIN)",10.1109/ICIN69025.2026.11481830,exclude
Federated Learning and Deep Reinforcement Learning for Maintenance-Aware Energy Optimization in Industrial Wireless Sensor Networks,2026,2026 4th International Conference on Knowledge Engineering and Communication Systems (ICKECS),10.1109/ICKECS70176.2026.11527859,exclude
Fully Interpretable SECA Rule-Driven Manned-Unmanned Teaming Confrontation Strategy: A Deep Human-Machine Collaboration Framework,2026,IEEE Transactions on Vehicular Technology,10.1109/TVT.2026.3661749,exclude
GPU-Accelerated Resilient Control: Experimental Validation and Performance Benchmarking for Autonomous Systems,2026,2026 International Conference on Current Research in Artificial Intelligence and Data Science (ICCRAIDS),10.1109/ICCRAIDS67816.2026.11519729,exclude
Game-Theoretic Optimization for Task Offloading and Resource Allocation in Parked-Vehicle-Enhanced Internet of Vehicles,2026,IEEE Internet of Things Journal,10.1109/JIOT.2026.3668937,exclude
HERO: Heterogeneous-agent rEinforcement learning-based Route Optimization for Green Transportation in IoVs,2026,IEEE Open Journal of Intelligent Transportation Systems,10.1109/OJITS.2026.3708178,borderline
Heterogeneous Vertiport Selection Optimization for On-Demand Air Taxi Services: A Deep Reinforcement Learning Approach,2026,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2026.3680351,exclude
Heuristic-Augmented Attentions for the Electric Vehicle Routing Problem with Time Windows,2026,IEEE Transactions on Vehicular Technology,10.1109/TVT.2026.3665950,exclude
High-Accuracy Path Tracking for Autonomous Vehicle Navigation: A Hierarchical Deep Reinforcement Learning Approach,2026,IEEE Transactions on Vehicular Technology,10.1109/TVT.2025.3600091,exclude
Incentive-Based V2G Coordination for AMoD Fleets via Deep Reinforcement Learning,2026,2026 IEEE PES International Meeting (PES IM),10.1109/PESIM67009.2026.11438329,exclude
Integrated Path Planning and Localization for an Ocean Exploring Team of Autonomous Underwater Vehicles With Consensus Graph Model Predictive Control,2026,IEEE Transactions on Intelligent Vehicles,10.1109/TIV.2025.3616980,exclude
Integrated Planning and Control in Unknown Environment: A Corridor-Based Terminal-Free Model Predictive Control Strategy,2026,IEEE Transactions on Industrial Electronics,10.1109/TIE.2025.3618889,exclude
Interactive Path Generation and Selection Policy for Online Network Route Planning,2026,2026 IFIP Networking Conference (IFIP Networking),10.23919/IFIPNetworking70592.2026.11579075,exclude
IoT-Enabled Eco-Driving Optimization for Connected and Automated Vehicles in Roundabouts Using KAN-Enhanced Deep Reinforcement Learning,2026,IEEE Internet of Things Journal,10.1109/JIOT.2026.3672538,exclude
Large Language Model Aided Integrated Sensing and Communication for Low-Altitude Economy,2026,IEEE Network,10.1109/MNET.2026.3661282,exclude
Learn Once Plan Arbitrarily (LOPA): Dynamic Observation-Based Deep Reinforcement Learning Method for Global Path Planning in Mountainous Terrain Environment,2026,IEEE Transactions on Artificial Intelligence,10.1109/TAI.2025.3592648,exclude
Learning Adaptive Routing Policies Under Stochastic Service Times,2026,"2026 18th International Conference on Electronics, Computer, and Computation (ICECCO)",10.1109/ICECCO67619.2026.11488784,exclude
Learning to Solve Multi-Type Green Vehicle Routing Problem with Time Windows via LSTCT,2026,2026 5th International Symposium on Computer Applications and Information Technology (ISCAIT),10.1109/ISCAIT69154.2026.11477421,exclude
Leveraging Reinforcement Learning for Traffic Engineering in Programmable Networks: A Survey,2026,IEEE Communications Surveys & Tutorials,10.1109/COMST.2025.3632870,exclude
Lifelong Learner: Discovering Versatile Neural Solvers for Vehicle Routing Problems,2026,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2026.3679738,exclude
Low-Altitude Air Traffic Capacity-Flow Control Based on Airspace Resource Allocation - A Simple Review,2026,2026 38th Chinese Control and Decision Conference (CCDC),10.1109/CCDC69976.2026.11559773,exclude
MITLIR: An Imitation-Based Reward Shaping Method in Autonomous Driving Scenarios Through Map in the Loop,2026,IEEE Open Journal of Intelligent Transportation Systems,10.1109/OJITS.2026.3694569,exclude
Machine Learning-Based Congestion Prediction and Dynamic Pathfinding for Intelligent Vehicular Ad-hoc Networks (VANETs),2026,"2026 IEEE 2nd International Conference on Quantum Photonics, Artificial Intelligence & Networking (QPAIN)",10.1109/QPAIN69676.2026.11545879,exclude
Machine Learning-Based Vehicle Behavior Classification in Highway Ramp Merging Areas,2026,"2026 8th International Congress on Human-Computer Interaction, Optimization and Robotic Applications (ICHORA)",10.1109/ICHORA69329.2026.11537239,exclude
Make Sufficient Probing: A Reinforcement Learning-Based Motion Planning Method for Dense Merging Scenarios,2026,IEEE Transactions on Vehicular Technology,10.1109/TVT.2025.3629623,exclude
MeUAL: Model-Enhanced Uncertainty-Aware Safe Reinforcement Learning for Safety-Critical Autonomous Highway Overtaking,2026,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2025.3644417,exclude
MoveOD: Synthesizing Origin-Destination Commute Distribution from U.S. Census Data,2026,2026 ACM/IEEE 17th International Conference on Cyber-Physical Systems (ICCPS),10.1109/ICCPS68698.2026.00017,exclude
Multi Parameterized Deep Reinforcement Learning for Efficient Data Exchange in Wireless Sensor Network,2026,2026 Contemporary Computing Innovations Conference (CCIC),10.1109/CCIC68129.2026.11486158,exclude
Multi-Agent Deep Learning Framework for Supply Chain Resilience,2026,2026 IEEE International Conference for Convergence in Computing Technology (I3CTCON),10.1109/I3CTCON68242.2026.11507908,exclude
Multi-Agent Reinforcement Learning for Coordinated Routing and Traffic Engineering in Distributed Data Center Systems,2026,2026 4th International Conference on Intelligent Data Communication Technologies and Internet of Things (IDCIoT),10.1109/IDCIoT67589.2026.11455643,exclude
